Model_1	Model_2	Annotator_1	Annotator_2	V	Chambre	Emplacement	Rapport qualité-prix	Ambiance	Personnel
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_13@mail.com	annotator_2@mail.com	sample	0.7366510838276179	0.8222604148362056	0.5640280989449634	0.5930815468299158	0.9138159867357121
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_3@mail.com	annotator_13@mail.com	sample	0.7832539551331383	0.7798398467333116	0.640635866620679	0.5059636989853804	0.9223909304667514
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_3@mail.com	annotator_3@mail.com	sample	0.8279525175542534	0.9129283394091788	0.6827874205262813	0.624892414875843	0.9472623995072296
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_3@mail.com	annotator_4@mail.com	sample	0.8493082206482168	0.8939883942462217	0.6689351304952562	0.5825138136205639	0.9372808329961342
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_3@mail.com	annotator_10@mail.com	sample	0.8254017576346357	0.815560852947214	0.6394979826988492	0.5828609665545507	0.9580112141632356
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_3@mail.com	annotator_8@mail.com	sample	0.8263067507161188	0.9037299887644816	0.677391899588281	0.5783632821196605	0.9378211401342692
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_3@mail.com	annotator_1@mail.com	sample	0.846336993016317	0.910376802401382	0.6993582820100211	0.5767785279840338	0.9572099741037925
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_3@mail.com	annotator_7@mail.com	sample	0.7909130275032152	0.9115225281181517	0.6506761886979693	0.5484016134117058	0.8796998241490928
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_3@mail.com	annotator_5@mail.com	sample	0.8379023423761786	0.8934824606815197	0.7050421008562856	0.5494858850058337	0.9591926722128515
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_3@mail.com	annotator_6@mail.com	sample	0.843271554888549	0.8865914651581546	0.6544396032506034	0.5765035349405755	0.9569308501940048
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_3@mail.com	annotator_9@mail.com	sample	0.8274858227226733	0.8975272206890641	0.6511248496000294	0.680788276572841	0.9335604326985715
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_3@mail.com	annotator_12@mail.com	sample	0.8479197569290017	0.9119045988688685	0.6468326814676812	0.5903919429209604	0.9321949024934836
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_3@mail.com	annotator_11@mail.com	sample	0.8595928774208169	0.9211813844172358	0.6723527848300531	0.6428391954950238	0.9335963728444631
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_3@mail.com	annotator_2@mail.com	sample	0.78324181557964	0.9055370767044078	0.6531106829727736	0.5853206598075598	0.9300460604474136
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_4@mail.com	annotator_13@mail.com	sample	0.7422916304176699	0.7816501045643102	0.616277329796829	0.5549685523321639	0.9163348583150948
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_4@mail.com	annotator_3@mail.com	sample	0.7341172723986596	0.8895216657374462	0.6460689931335343	0.6006190596496949	0.941403857931513
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_4@mail.com	annotator_4@mail.com	sample	0.8388638882511278	0.9137967946086205	0.6652125741032837	0.6678297599899186	0.9308902020466042
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_4@mail.com	annotator_10@mail.com	sample	0.73485324332865	0.7919332387288641	0.6208607531490684	0.6075240436774964	0.952142997798271
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_4@mail.com	annotator_8@mail.com	sample	0.734539198716417	0.8839260751478425	0.6368249935120984	0.5174732675753079	0.9297402150481183
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_4@mail.com	annotator_1@mail.com	sample	0.7789991219093367	0.906775275062764	0.6635428810474387	0.6202783116811655	0.9489657034603562
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_4@mail.com	annotator_7@mail.com	sample	0.7221036252897073	0.8899082382332784	0.6260823928073704	0.48631196071111576	0.8683845304539717
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_4@mail.com	annotator_5@mail.com	sample	0.7621959497787572	0.8862757799511867	0.6893849045070704	0.49369212616696684	0.9489001621909475
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_4@mail.com	annotator_6@mail.com	sample	0.8067907291242954	0.9009933720200122	0.619361197417469	0.6332508927055969	0.9425534366534976
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_4@mail.com	annotator_9@mail.com	sample	0.7305902716639943	0.8921253850928691	0.6567966405456375	0.6616078713469926	0.9251985102283107
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_4@mail.com	annotator_12@mail.com	sample	0.7732899252078976	0.8794947936639693	0.6647045957540122	0.6482786468259875	0.9160231932967332
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_4@mail.com	annotator_11@mail.com	sample	0.8012745599480833	0.8923691657082922	0.6631135721068551	0.6254568170100522	0.9255156535646014
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_4@mail.com	annotator_2@mail.com	sample	0.6881754384401527	0.8821341202622298	0.6344121223621763	0.5618145108909667	0.9117234979641262
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_10@mail.com	annotator_13@mail.com	sample	0.7857353896790193	0.8113606771676178	0.6573726572273678	0.4742941579609109	0.9192850023691095
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_10@mail.com	annotator_3@mail.com	sample	0.7957477552265722	0.8425052068267214	0.6518125868582493	0.5559375208555599	0.9463663829518209
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_10@mail.com	annotator_4@mail.com	sample	0.8448897417873857	0.8724882327957215	0.6599076810922745	0.5699512570919325	0.9319511589310172
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_10@mail.com	annotator_10@mail.com	sample	0.8168253200226732	0.9002676769910349	0.6378101006762482	0.595342454797656	0.9528062260882003
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_10@mail.com	annotator_8@mail.com	sample	0.801373997862748	0.8547043638309746	0.6881941528002719	0.5248404952795882	0.9326077358465376
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_10@mail.com	annotator_1@mail.com	sample	0.820066521125896	0.8388742921498052	0.6838821317259793	0.522485383053863	0.954077375266123
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_10@mail.com	annotator_7@mail.com	sample	0.7877196325992674	0.828288876360007	0.63223598580791	0.4887641166130748	0.877039319674889
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_10@mail.com	annotator_5@mail.com	sample	0.7988993316596141	0.8628396599164423	0.729860344329895	0.5209861205510796	0.958233977572531
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_10@mail.com	annotator_6@mail.com	sample	0.8405652280350778	0.8599730548186103	0.6558914690929633	0.564235946489713	0.9517521593342068
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_10@mail.com	annotator_9@mail.com	sample	0.8007131372599201	0.8692361802606513	0.6668904416252341	0.5858497104825462	0.9303875686331285
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_10@mail.com	annotator_12@mail.com	sample	0.8377567079345771	0.8694291668328283	0.6647045957540122	0.5451347558396457	0.9249680535376047
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_10@mail.com	annotator_11@mail.com	sample	0.8441994408879059	0.8388742921498052	0.6631135721068551	0.555904702344133	0.9326606565746028
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_10@mail.com	annotator_2@mail.com	sample	0.7560154731593767	0.8407939273464422	0.6462222088719135	0.5380424051226667	0.9206398629083693
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_8@mail.com	annotator_13@mail.com	sample	0.787367268437435	0.7779508337452726	0.6554935801038545	0.4435944976010937	0.9256298885800329
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_8@mail.com	annotator_3@mail.com	sample	0.8304665766862085	0.9081439945542439	0.696764074023556	0.5822212970664455	0.9484424386107421
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_8@mail.com	annotator_4@mail.com	sample	0.8491585211305032	0.9099393567847618	0.6840118619137004	0.5181101432783402	0.9361891465267091
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_8@mail.com	annotator_10@mail.com	sample	0.829803370482341	0.8112069990934266	0.652518341767375	0.5408728267485914	0.9591933555326971
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_8@mail.com	annotator_8@mail.com	sample	0.8215472737419619	0.9055050904117007	0.7149461436413368	0.55542051835618	0.9368286325909004
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_8@mail.com	annotator_1@mail.com	sample	0.8447585453455876	0.9111196507406962	0.6947313362028105	0.5194019707612408	0.9583184172049767
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_8@mail.com	annotator_7@mail.com	sample	0.7918194825263606	0.9052196561187764	0.6623947907393095	0.5214893883297281	0.8767741081174093
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_8@mail.com	annotator_5@mail.com	sample	0.8273878333477536	0.9037314086043772	0.7380466203394394	0.5225776138923822	0.958184645362442
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_8@mail.com	annotator_6@mail.com	sample	0.8505027643110168	0.8974902845025152	0.6639116272250516	0.5327621603097696	0.9516553080982163
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_8@mail.com	annotator_9@mail.com	sample	0.822739007322824	0.9081458552722903	0.6666263861089569	0.6077210268616468	0.9282606989665875
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_8@mail.com	annotator_12@mail.com	sample	0.8411122140693005	0.9099551716273236	0.6783879884709376	0.5256993928199454	0.9291648664296974
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_8@mail.com	annotator_11@mail.com	sample	0.8633492557800015	0.9147221413589464	0.6932221325501091	0.5922211258652303	0.9347429314856434
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_8@mail.com	annotator_2@mail.com	sample	0.7769274476352724	0.9077047859781409	0.6719027747136794	0.5485252963277955	0.9204515255672717
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_1@mail.com	annotator_13@mail.com	sample	0.7942720529476164	0.7844327212701024	0.6371867264718544	0.49749368215135514	0.9195425320969357
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_1@mail.com	annotator_3@mail.com	sample	0.7996246739310954	0.9099812998997552	0.6116893819272331	0.5932198232480965	0.9382433972206088
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_1@mail.com	annotator_4@mail.com	sample	0.863559164726917	0.9044003128759243	0.6414479681001711	0.5975213463157811	0.9382499619889768
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_1@mail.com	annotator_10@mail.com	sample	0.7977341920736896	0.7952871392901216	0.5980318843892659	0.59330598628077	0.9532665016906915
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_1@mail.com	annotator_8@mail.com	sample	0.7908012503645517	0.8959351622564209	0.6708582277511429	0.5738572391335757	0.9351099992144365
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_1@mail.com	annotator_1@mail.com	sample	0.834433328792835	0.9271314083991405	0.6709366271658646	0.5738841658702882	0.9543139645590355
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_1@mail.com	annotator_7@mail.com	sample	0.7684944790174403	0.9083277832161712	0.5783341310911022	0.5062095446361955	0.8740237258133177
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_1@mail.com	annotator_5@mail.com	sample	0.8145002195620149	0.889746879008863	0.6804869628246077	0.536352919448904	0.952141462813658
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_1@mail.com	annotator_6@mail.com	sample	0.8470131709619295	0.8984922353965108	0.6367242048754589	0.5817000162116733	0.9501471353024621
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_1@mail.com	annotator_9@mail.com	sample	0.7994334176670506	0.8952716250143898	0.6592429948277775	0.6229888559342435	0.9304875242368846
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_1@mail.com	annotator_12@mail.com	sample	0.8257683396759571	0.9006160265452274	0.6568587923411524	0.6009754874880158	0.9237478673873813
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_1@mail.com	annotator_11@mail.com	sample	0.8612546412314269	0.9181268276652415	0.6291838088048609	0.6328300365605986	0.9351380876505244
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_1@mail.com	annotator_2@mail.com	sample	0.7439514148684494	0.9046057985178999	0.5963089452808142	0.5545433761306667	0.9129215303714536
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_7@mail.com	annotator_13@mail.com	sample	0.7509681580972838	0.7651177228494851	0.6853752607252446	0.4069489506605772	0.8966895073673605
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_7@mail.com	annotator_3@mail.com	sample	0.7610478505719735	0.9101058728037732	0.7504465699996941	0.48983954486244563	0.9233216634619562
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_7@mail.com	annotator_4@mail.com	sample	0.8420026706829851	0.9058496327096303	0.7084529118572428	0.48365741288660247	0.9140583231397602
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_7@mail.com	annotator_10@mail.com	sample	0.7876033921747609	0.790080771159952	0.6785387467937466	0.4706643023782564	0.9318640972279619
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_7@mail.com	annotator_8@mail.com	sample	0.7666751437809406	0.9065130272495938	0.7140303585563418	0.431748083484935	0.9140458258653876
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_7@mail.com	annotator_1@mail.com	sample	0.7761171950835304	0.9147172745625569	0.7160300778398361	0.4405868362602826	0.9335530749412049
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_7@mail.com	annotator_7@mail.com	sample	0.8135008539637834	0.9230177013781432	0.7199953798076786	0.7092429037226674	0.8922525518014122
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_7@mail.com	annotator_5@mail.com	sample	0.7604303246229845	0.9072478267487286	0.7339874332585189	0.4229515137156114	0.9332512114534917
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_7@mail.com	annotator_6@mail.com	sample	0.7928491758714981	0.8929351379471686	0.6936914901778138	0.4931810111241381	0.9328196672158454
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_7@mail.com	annotator_9@mail.com	sample	0.7678391303324875	0.9021623320522234	0.6809723979835225	0.549776698385556	0.9144417283815237
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_7@mail.com	annotator_12@mail.com	sample	0.7993367686636002	0.8967222161169275	0.6865511455799009	0.4890976518077882	0.9009617519867877
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_7@mail.com	annotator_11@mail.com	sample	0.8200262555088178	0.9129165159994785	0.712718232340628	0.5197151610347285	0.9098439968450531
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_7@mail.com	annotator_2@mail.com	sample	0.7323739236756915	0.902794476628128	0.7171355295371565	0.45249038868819885	0.911956023007993
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_13@mail.com	sample	0.7734534881099143	0.7617247100026577	0.6500535689012881	0.42133524138403855	0.9153078105438368
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_3@mail.com	sample	0.8082677445839764	0.9022812082442414	0.6546827467139203	0.5787657437864678	0.9296797335164619
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_4@mail.com	sample	0.8361948837192299	0.8982339115702178	0.6788411747571417	0.5076709878164468	0.9340470161740186
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_10@mail.com	sample	0.806000260448955	0.8073298011825115	0.6349794141451633	0.5363970654446424	0.9446875587629036
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_8@mail.com	sample	0.8066697627345714	0.9047250965414132	0.7015921056207151	0.5857111569023045	0.9244565730052083
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_1@mail.com	sample	0.8351998314747106	0.9017157840786922	0.6818666200070588	0.5115182737838126	0.9479327770394745
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_7@mail.com	sample	0.7630435473298917	0.9031008506413875	0.6288135947626885	0.4685400956753215	0.876221037464194
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_5@mail.com	sample	0.8272745818461388	0.906287756485847	0.712798553416596	0.5600002471100313	0.9478727436354748
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_6@mail.com	sample	0.8436956481950991	0.8859631696277707	0.6588599861279989	0.48651266711598157	0.9458440326839008
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_9@mail.com	sample	0.807919019382806	0.9072861870143757	0.6749915000542235	0.580931084270081	0.9304875242368846
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_12@mail.com	sample	0.8197486723575651	0.9001062283379019	0.6820253009072881	0.5067301073542597	0.9193932469506507
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_11@mail.com	sample	0.8408598740874828	0.9035175355257883	0.6713767182451793	0.583394061094939	0.9244937503292069
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_5@mail.com	annotator_2@mail.com	sample	0.7651805059830653	0.9035192260780375	0.6312779998578163	0.5542394110485556	0.9129215303714536
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_13@mail.com	sample	0.7559257137134885	0.7866677905186584	0.6681966976744909	0.4297072430200206	0.8987349336560233
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_3@mail.com	sample	0.7319136414805428	0.9063618391691769	0.7253019699467874	0.4945071590285023	0.9314520717896843
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_4@mail.com	sample	0.8197401391618736	0.9009388998914732	0.6966837446876836	0.5331608335649342	0.9104707357767944
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_10@mail.com	sample	0.7365150992916346	0.7903783374974513	0.6666730332367484	0.5405406366542133	0.937795669677331
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_8@mail.com	sample	0.7323668979630636	0.8996343694677109	0.6909726070489262	0.4226103912385051	0.9136662515084221
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_1@mail.com	sample	0.7791095264221408	0.9216886721312484	0.7156609200394521	0.5034488297265859	0.9292080221800724
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_7@mail.com	sample	0.7112506632158041	0.9082578491025254	0.7005948089772249	0.4069200471961218	0.8758974304868382
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_5@mail.com	sample	0.7680487399928689	0.8863380352856205	0.7222496285096002	0.4677813319902001	0.9329886906856114
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_6@mail.com	sample	0.8281463359033293	0.9111711070305775	0.6936568804699902	0.6494229036030863	0.9429479587436894
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_9@mail.com	sample	0.7358102551060712	0.8990004917200514	0.6695870205117144	0.5205769053303947	0.9105605277082757
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_12@mail.com	sample	0.7722116292687379	0.8899321956902838	0.6701339663573407	0.5101656418475644	0.9121798660179545
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_11@mail.com	sample	0.8030226388220524	0.9090815644196287	0.7126205333671082	0.5016145819965419	0.9116510706311863
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_6@mail.com	annotator_2@mail.com	sample	0.688779560654548	0.8938300847026428	0.7047972791338438	0.5032783886209412	0.921032165696767
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_9@mail.com	annotator_13@mail.com	sample	0.7947473376960197	0.7713859711420263	0.6656379013762691	0.44719498631171656	0.9134089614010112
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_9@mail.com	annotator_3@mail.com	sample	0.8207551365795753	0.9252674750983299	0.7131764842428989	0.5555176094954171	0.9385779374782226
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_9@mail.com	annotator_4@mail.com	sample	0.8624418645801085	0.8964732233686447	0.7113232885696611	0.5522639497109507	0.9319923772521848
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_9@mail.com	annotator_10@mail.com	sample	0.8362808640298564	0.8005138490774567	0.644315499837682	0.5191400642898194	0.9493131697960931
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_9@mail.com	annotator_8@mail.com	sample	0.8227247079750803	0.9041623317869208	0.7203066804371372	0.48459853169858363	0.9311255408239382
Llama-3.3-70B-Instruct-FP8	Mistral-Small-3.2-24B-Instruct-2506	annotator_9@mail.com	annotator_1@mail.com	sample	0.8404393669420983	0.9225810642235269	0.6999470075579297	0.4969137603428898	0.9502626228376662
